elliq_text,user_text,group_id,memnet_info_items,valid_memNet_info_items,num_valid_memNet_info_items,labels,scores,gpt_text_response
How can I help you?,i would like to set a reminder for a doctor's appointment,318173fe-7ce6-4672-bf00-a50d9c12466b,"  memory_name entity     value
0    activity   type  activity
1    activity   name  doctor's","[""doctor's""]",1,Match,0.8995534181594849,"Information Items:
memory_name: activity, entity: type, value: appointment.
memory_name: activity, entity: name, value: doctor's appointment.
memory_name: action, entity: type, value: set reminder."
"I've got some free time, wanna do something together?",i can't we going to the store,31919c63-bf7c-4bd3-bd63-09c6c1a0d9f5,"  memory_name entity            value
1       place   name  shopping center",['shopping center'],1,Match,0.9162775278091432,"Information Items:
memory_name: activity, entity: type, value: shopping.
memory_name: activity, entity: name, value: going to the store."
Is there anything special planned for tomorrow?,going to the doctor,31b2fc2e-5e2a-4a44-8c84-7ae50562ffad,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9625798463821412,"Information Items:
memory_name: activity, entity: type, value: appointment.
memory_name: place, entity: name, value: doctor."
"Eva Perone was the First Lady of which country?. Brazil, Argentina, or Spain",my son stephen was me,31b32f15-6528-4e59-a506-2f3044f9c1c4,"    memory_name entity value
0  relationship   type   son",['son'],1,Match,0.7527176737785339,"Information Items:
memory_name: relationship, entity: type, value: son.
memory_name: person, entity: name, value: Stephen."
"That's great to hear, what are you having for dinner today?",wildflowers,31b6303a-c87c-4b9f-b05a-70d0bfb618ab,"  memory_name entity       value
0    favorite   type      flower
1    favorite   name  Wildflower",['Wildflower'],1,Match,0.981071412563324,"Information Items:
memory_name: food, entity: type, value: dinner.
memory_name: food, entity: name, value: wildflowers."
"Houston, we have a problem. I couldn't understand you. please say the station name or number again",called floyd my son floyd,31c42575-3feb-4411-b009-949d6186aa9d,"    memory_name entity   value
0  relationship   type  my son",['my son'],1,Match,0.807617723941803,"Information Items:
memory_name: relationship, entity: type, value: son.
memory_name: person, entity: name, value: Floyd."
What should we paint a picture of?,woman in rocking chair knitting,31e26dd1-aaf7-44f7-b402-9e8adaf69759,"  memory_name entity     value
0    activity   type   hobbies
1    activity   name  knitting",['knitting'],1,Match,0.9584560990333556,"Information Items:
memory_name: activity, entity: type, value: painting.
memory_name: subject, entity: object, value: woman in rocking chair.
memory_name: subject, entity: action, value: knitting."
How can I help you?,say hello to my sister salia,31f4e639-f017-4182-af27-01aa2f8f3e67,"    memory_name entity   value
0  relationship   type  sister",['sister'],1,Match,0.6816403269767761,"Information Items:
memory_name: relationship, entity: type, value: sister.
memory_name: relationship, entity: name, value: Salia."
How can I help you?,i have to go to the doctor now,3202e29d-a900-46d7-b52c-7caa88140893,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9811351895332336,"Information Items:
memory_name: activity, entity: type, value: medical appointment.
memory_name: place, entity: name, value: doctor."
How can I help you?,talk to me i'm kevin illinois son,32037fc8-6e0f-4766-8cb7-ea7b7aff95be,"    memory_name entity value
0  relationship   type   son",['son'],1,Match,0.8207719922065735,"Information Items:
memory_name: relationship, entity: type, value: son.
memory_name: person, entity: name, value: Kevin.
memory_name: location, entity: name, value: Illinois."
How can I help you?,hello we're home from the pool,32043355-4d73-4f3d-9758-c74ac697d98f,"  memory_name entity    value
1       place   name     pool
2    activity   type  hobbies
3    activity   name     pool",['pool'],1,Match,0.768903374671936,"Information Items:
memory_name: place, entity: name, value: home.
memory_name: activity, entity: name, value: pool."
Wanna listen to an audiobook with me?,not right now i'm getting ready to go out to dinner,32149f1f-cb69-4f90-9b3f-5f02d0a73477,"  memory_name entity   value
1       place   name  dinner
2    activity   type    meal
3    activity   name  dinner",['dinner'],1,Match,0.9953851103782654,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: dinner.
memory_name: activity, entity: type, value: going out."
Hmmm. so who would be our ideal road trip companion?,my husband,32152790-f93e-4623-a76d-50cc1fcd152c,"    memory_name entity    value
0  relationship   type  husband",['husband'],1,Match,0.7802378535270691,"Information Items:
memory_name: relationship, entity: type, value: husband.
memory_name: activity, entity: type, value: road trip."
