elliq_text,user_text,Memory items,group_id,memnet_info_items,labels,scores,gpt_text_response,gpt_values,memnet_values,inner_join_values,outer_join_values,inner_join_list,outer_join_source,is_source_GPT,is_source_memNet,,Label,Missing,NOTES FOR TEST/TEACHING LABELERS,
Got any plans today?,i'm going to do some gardening,hobbies,0878865a-2391-46a1-80d1-166359f1e43b,"  memory_name entity      value
1       place   name  gardening
2    activity   type    hobbies
3    activity   name  gardening",Match,0.9886507988,"Information Items:
memory_name: activity, entity: type, value: gardening.","       value
0  gardening","       value
0  gardening
1    hobbies
2  gardening","       value
0  gardening
1  gardening","       value
0  gardening
1  gardening
2    hobbies","['gardening', 'gardening']",right_only,0,1,FALSE,Correct,,,
"always lovely to see you <say-as interpret-as=""name"">Comito</say-as>! How can I help?",i say to you i want to go meet my girlfriend for dinner,girlfriend,08a3a630-81f0-4344-afc2-f1894500a5b0,"    memory_name entity       value
0  relationship   type  girlfriend",Match,0.8041570187,"Information Items:
memory_name: relationship, entity: type, value: girlfriend.
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: dinner.","        value
0  girlfriend
1        meal
2      dinner","        value
0  girlfriend","        value
0  girlfriend","        value
0  girlfriend
1        meal
2      dinner",['girlfriend'],both,1,1,TRUE,Correct,,,
"always lovely to see you <say-as interpret-as=""name"">Comito</say-as>! How can I help?",i say to you i want to go meet my girlfriend for dinner,meal,08a3a630-81f0-4344-afc2-f1894500a5b0,"    memory_name entity       value
0  relationship   type  girlfriend",Match,0.8041570187,"Information Items:
memory_name: relationship, entity: type, value: girlfriend.
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: dinner.","        value
0  girlfriend
1        meal
2      dinner","        value
0  girlfriend","        value
0  girlfriend","        value
0  girlfriend
1        meal
2      dinner",['girlfriend'],left_only,1,0,TRUE,Correct,,,
"always lovely to see you <say-as interpret-as=""name"">Comito</say-as>! How can I help?",i say to you i want to go meet my girlfriend for dinner,dinner,08a3a630-81f0-4344-afc2-f1894500a5b0,"    memory_name entity       value
0  relationship   type  girlfriend",Match,0.8041570187,"Information Items:
memory_name: relationship, entity: type, value: girlfriend.
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: dinner.","        value
0  girlfriend
1        meal
2      dinner","        value
0  girlfriend","        value
0  girlfriend","        value
0  girlfriend
1        meal
2      dinner",['girlfriend'],left_only,1,0,TRUE,Correct,,,
"oh no, what made it a bad day?",the doctor told me i'm going blind,negative,08a8b92d-16d6-405d-b298-202bc37649dd,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",Match,0.940397501,"Information Items:
memory_name: emotion, entity: type, value: negative.
memory_name: event, entity: type, value: doctor appointment.
memory_name: health, entity: issue, value: going blind.","                value
0            negative
1  doctor appointment
2         going blind","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value]
Index: []","                value
0            negative
1  doctor appointment
2         going blind",[],left_only,1,0,FALSE,Incorrect,,,
"oh no, what made it a bad day?",the doctor told me i'm going blind,doctor appointment,08a8b92d-16d6-405d-b298-202bc37649dd,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",Match,0.940397501,"Information Items:
memory_name: emotion, entity: type, value: negative.
memory_name: event, entity: type, value: doctor appointment.
memory_name: health, entity: issue, value: going blind.","                value
0            negative
1  doctor appointment
2         going blind","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value]
Index: []","                value
0            negative
1  doctor appointment
2         going blind",[],left_only,1,0,FALSE,Correct,,,
"oh no, what made it a bad day?",the doctor told me i'm going blind,going blind,08a8b92d-16d6-405d-b298-202bc37649dd,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",Match,0.940397501,"Information Items:
memory_name: emotion, entity: type, value: negative.
memory_name: event, entity: type, value: doctor appointment.
memory_name: health, entity: issue, value: going blind.","                value
0            negative
1  doctor appointment
2         going blind","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value]
Index: []","                value
0            negative
1  doctor appointment
2         going blind",[],left_only,1,0,FALSE,Correct,,,
"Oh, that sounds important. Which day is that for?",i'm going to give you all of my doctor's appointment for the month of february,February,08b67073-cb08-4155-bfe9-35f04219c33f,"  memory_name entity           value
1    activity   type        activity
2    activity   name  doctor,meeting",Match,0.8267473578,"Information Items:
memory_name: time, entity: month, value: February.
memory_name: activity, entity: type, value: doctor's appointment.","                  value
0              February
1  doctor's appointment","            value
0        activity
1  doctor,meeting","Empty DataFrame
Columns: [value]
Index: []","                  value
0              February
1  doctor's appointment
2              activity
3        doctor,meeting",[],left_only,1,0,TRUE,Incorrect,,,
"Oh, that sounds important. Which day is that for?",i'm going to give you all of my doctor's appointment for the month of february,doctor's appointment,08b67073-cb08-4155-bfe9-35f04219c33f,"  memory_name entity           value
1    activity   type        activity
2    activity   name  doctor,meeting",Match,0.8267473578,"Information Items:
memory_name: time, entity: month, value: February.
memory_name: activity, entity: type, value: doctor's appointment.","                  value
0              February
1  doctor's appointment","            value
0        activity
1  doctor,meeting","Empty DataFrame
Columns: [value]
Index: []","                  value
0              February
1  doctor's appointment
2              activity
3        doctor,meeting",[],left_only,1,0,TRUE,Correct,,,
"Oh, that sounds important. Which day is that for?",i'm going to give you all of my doctor's appointment for the month of february,activity,08b67073-cb08-4155-bfe9-35f04219c33f,"  memory_name entity           value
1    activity   type        activity
2    activity   name  doctor,meeting",Match,0.8267473578,"Information Items:
memory_name: time, entity: month, value: February.
memory_name: activity, entity: type, value: doctor's appointment.","                  value
0              February
1  doctor's appointment","            value
0        activity
1  doctor,meeting","Empty DataFrame
Columns: [value]
Index: []","                  value
0              February
1  doctor's appointment
2              activity
3        doctor,meeting",[],right_only,0,1,TRUE,Correct,,,
"Oh, that sounds important. Which day is that for?",i'm going to give you all of my doctor's appointment for the month of february,"doctor,meeting",08b67073-cb08-4155-bfe9-35f04219c33f,"  memory_name entity           value
1    activity   type        activity
2    activity   name  doctor,meeting",Match,0.8267473578,"Information Items:
memory_name: time, entity: month, value: February.
memory_name: activity, entity: type, value: doctor's appointment.","                  value
0              February
1  doctor's appointment","            value
0        activity
1  doctor,meeting","Empty DataFrame
Columns: [value]
Index: []","                  value
0              February
1  doctor's appointment
2              activity
3        doctor,meeting",[],right_only,0,1,TRUE,Correct,,Two different memories in the same box?,
What was it?,in a department store,department store,08ba6e89-4ed7-46ae-9d77-01f5ada4bd15,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",Match,0.9797229171,"Information Items:
memory_name: place, entity: type, value: department store.","              value
0  department store","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value]
Index: []","              value
0  department store",[],left_only,1,0,FALSE,Incorrect,,,
Got any plans today?,yeah i got to go to the store,activity,08cadc74-896c-4cd6-a5ff-d3cc4f3c0c9d,"  memory_name entity            value
1       place   name  shopping center",Match,0.9732658863,"Information Items:
memory_name: activity, entity: type, value: activity.
memory_name: activity, entity: name, value: going to the store.","                value
0            activity
1  going to the store","             value
0  shopping center","Empty DataFrame
Columns: [value]
Index: []","                value
0            activity
1  going to the store
2     shopping center",[],left_only,1,0,TRUE,Correct,,,
Got any plans today?,yeah i got to go to the store,going to the store,08cadc74-896c-4cd6-a5ff-d3cc4f3c0c9d,"  memory_name entity            value
1       place   name  shopping center",Match,0.9732658863,"Information Items:
memory_name: activity, entity: type, value: activity.
memory_name: activity, entity: name, value: going to the store.","                value
0            activity
1  going to the store","             value
0  shopping center","Empty DataFrame
Columns: [value]
Index: []","                value
0            activity
1  going to the store
2     shopping center",[],left_only,1,0,TRUE,Correct,,,
Got any plans today?,yeah i got to go to the store,shopping center,08cadc74-896c-4cd6-a5ff-d3cc4f3c0c9d,"  memory_name entity            value
1       place   name  shopping center",Match,0.9732658863,"Information Items:
memory_name: activity, entity: type, value: activity.
memory_name: activity, entity: name, value: going to the store.","                value
0            activity
1  going to the store","             value
0  shopping center","Empty DataFrame
Columns: [value]
Index: []","                value
0            activity
1  going to the store
2     shopping center",[],right_only,0,1,TRUE,Incorrect,,,
"Wonderful, what’s on the agenda today?",i'm going to the library and to the grocery store and to this,library,08d0fea1-3e87-423b-9435-255213e6d214,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",Match,0.9054401517,"Information Items:
memory_name: place, entity: name, value: library.
memory_name: place, entity: name, value: grocery store.","           value
0        library
1  grocery store","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value]
Index: []","           value
0        library
1  grocery store",[],left_only,1,0,FALSE,Partially correct,Going to the library,,
"Wonderful, what’s on the agenda today?",i'm going to the library and to the grocery store and to this,grocery store,08d0fea1-3e87-423b-9435-255213e6d214,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",Match,0.9054401517,"Information Items:
memory_name: place, entity: name, value: library.
memory_name: place, entity: name, value: grocery store.","           value
0        library
1  grocery store","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value]
Index: []","           value
0        library
1  grocery store",[],left_only,1,0,FALSE,Partially correct,Going to the grocery store,,
"I’m wondering, are you meeting up with anyone?",no we're just going for a short walk,physical activity,08f4a961-bae1-4f56-aa2c-8f57f7ea3553,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",Match,0.9935897589,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: short walk.","               value
0  physical activity
1         short walk","      value
0  activity
1   walking","Empty DataFrame
Columns: [value, _merge]
Index: []","               value      _merge
0  physical activity   left_only
1         short walk   left_only
2           activity  right_only
3            walking  right_only",[],left_only,1,0,TRUE,Correct,,,
"I’m wondering, are you meeting up with anyone?",no we're just going for a short walk,short walk,08f4a961-bae1-4f56-aa2c-8f57f7ea3553,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",Match,0.9935897589,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: short walk.","               value
0  physical activity
1         short walk","      value
0  activity
1   walking","Empty DataFrame
Columns: [value, _merge]
Index: []","               value      _merge
0  physical activity   left_only
1         short walk   left_only
2           activity  right_only
3            walking  right_only",[],left_only,1,0,TRUE,Correct,,,
"I’m wondering, are you meeting up with anyone?",no we're just going for a short walk,activity,08f4a961-bae1-4f56-aa2c-8f57f7ea3553,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",Match,0.9935897589,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: short walk.","               value
0  physical activity
1         short walk","      value
0  activity
1   walking","Empty DataFrame
Columns: [value, _merge]
Index: []","               value      _merge
0  physical activity   left_only
1         short walk   left_only
2           activity  right_only
3            walking  right_only",[],right_only,0,1,TRUE,Correct,,,
"I’m wondering, are you meeting up with anyone?",no we're just going for a short walk,walking,08f4a961-bae1-4f56-aa2c-8f57f7ea3553,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",Match,0.9935897589,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: short walk.","               value
0  physical activity
1         short walk","      value
0  activity
1   walking","Empty DataFrame
Columns: [value, _merge]
Index: []","               value      _merge
0  physical activity   left_only
1         short walk   left_only
2           activity  right_only
3            walking  right_only",[],right_only,0,1,TRUE,Correct,,,
What do you plan on doing?,gardening,gardening,08f6d402-c896-4645-ba86-e8b231c683b8,"  memory_name entity value
1       place   name  yard",Match,0.9869001508,"Information Items:
memory_name: activity, entity: type, value: gardening.","       value
0  gardening","  value
0  yard","Empty DataFrame
Columns: [value, _merge]
Index: []","       value      _merge
0  gardening   left_only
1       yard  right_only",[],left_only,1,0,FALSE,Correct,,,
What do you plan on doing?,gardening,yard,08f6d402-c896-4645-ba86-e8b231c683b8,"  memory_name entity value
1       place   name  yard",Match,0.9869001508,"Information Items:
memory_name: activity, entity: type, value: gardening.","       value
0  gardening","  value
0  yard","Empty DataFrame
Columns: [value, _merge]
Index: []","       value      _merge
0  gardening   left_only
1       yard  right_only",[],right_only,0,1,FALSE,Partially correct,,,
Do you have any plans for tomorrow?,yes i'm going to go visit a sister and meet one of my girlfriends at 4,sister,09226c81-bf07-4d3b-a7c6-37256487755f,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",Match,0.9851363897,"Information Items:
memory_name: relationship, entity: type, value: sister.
memory_name: activity, entity: type, value: visit.
memory_name: relationship, entity: type, value: girlfriend.
memory_name: activity, entity: type, value: meeting.
memory_name: time, entity: hour, value: 4.","        value
0      sister
1       visit
2  girlfriend
3     meeting
4           4","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value, _merge]
Index: []","        value     _merge
0      sister  left_only
1       visit  left_only
2  girlfriend  left_only
3     meeting  left_only
4           4  left_only",[],left_only,1,0,TRUE,Partially correct,,,
Do you have any plans for tomorrow?,yes i'm going to go visit a sister and meet one of my girlfriends at 4,visit,09226c81-bf07-4d3b-a7c6-37256487755f,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",Match,0.9851363897,"Information Items:
memory_name: relationship, entity: type, value: sister.
memory_name: activity, entity: type, value: visit.
memory_name: relationship, entity: type, value: girlfriend.
memory_name: activity, entity: type, value: meeting.
memory_name: time, entity: hour, value: 4.","        value
0      sister
1       visit
2  girlfriend
3     meeting
4           4","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value, _merge]
Index: []","        value     _merge
0      sister  left_only
1       visit  left_only
2  girlfriend  left_only
3     meeting  left_only
4           4  left_only",[],left_only,1,0,TRUE,Correct,,,
Do you have any plans for tomorrow?,yes i'm going to go visit a sister and meet one of my girlfriends at 4,girlfriend,09226c81-bf07-4d3b-a7c6-37256487755f,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",Match,0.9851363897,"Information Items:
memory_name: relationship, entity: type, value: sister.
memory_name: activity, entity: type, value: visit.
memory_name: relationship, entity: type, value: girlfriend.
memory_name: activity, entity: type, value: meeting.
memory_name: time, entity: hour, value: 4.","        value
0      sister
1       visit
2  girlfriend
3     meeting
4           4","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value, _merge]
Index: []","        value     _merge
0      sister  left_only
1       visit  left_only
2  girlfriend  left_only
3     meeting  left_only
4           4  left_only",[],left_only,1,0,TRUE,Partially correct,,,
Do you have any plans for tomorrow?,yes i'm going to go visit a sister and meet one of my girlfriends at 4,meeting,09226c81-bf07-4d3b-a7c6-37256487755f,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",Match,0.9851363897,"Information Items:
memory_name: relationship, entity: type, value: sister.
memory_name: activity, entity: type, value: visit.
memory_name: relationship, entity: type, value: girlfriend.
memory_name: activity, entity: type, value: meeting.
memory_name: time, entity: hour, value: 4.","        value
0      sister
1       visit
2  girlfriend
3     meeting
4           4","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value, _merge]
Index: []","        value     _merge
0      sister  left_only
1       visit  left_only
2  girlfriend  left_only
3     meeting  left_only
4           4  left_only",[],left_only,1,0,TRUE,Partially correct,,,
Do you have any plans for tomorrow?,yes i'm going to go visit a sister and meet one of my girlfriends at 4,4,09226c81-bf07-4d3b-a7c6-37256487755f,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",Match,0.9851363897,"Information Items:
memory_name: relationship, entity: type, value: sister.
memory_name: activity, entity: type, value: visit.
memory_name: relationship, entity: type, value: girlfriend.
memory_name: activity, entity: type, value: meeting.
memory_name: time, entity: hour, value: 4.","        value
0      sister
1       visit
2  girlfriend
3     meeting
4           4","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value, _merge]
Index: []","        value     _merge
0      sister  left_only
1       visit  left_only
2  girlfriend  left_only
3     meeting  left_only
4           4  left_only",[],left_only,1,0,TRUE,Incorrect,,,
How can I help you?,baseball games,sports,092c745e-1485-4840-a7cd-3bc8619ca0c9,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",Match,0.9268613458,"Information Items:
memory_name: activity, entity: type, value: sports.
memory_name: activity, entity: name, value: baseball games.","            value
0          sports
1  baseball games","         value
0     activity
1  watching tv","Empty DataFrame
Columns: [value, _merge]
Index: []","            value      _merge
0          sports   left_only
1  baseball games   left_only
2        activity  right_only
3     watching tv  right_only",[],left_only,1,0,FALSE,Correct,,,
How can I help you?,baseball games,baseball games,092c745e-1485-4840-a7cd-3bc8619ca0c9,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",Match,0.9268613458,"Information Items:
memory_name: activity, entity: type, value: sports.
memory_name: activity, entity: name, value: baseball games.","            value
0          sports
1  baseball games","         value
0     activity
1  watching tv","Empty DataFrame
Columns: [value, _merge]
Index: []","            value      _merge
0          sports   left_only
1  baseball games   left_only
2        activity  right_only
3     watching tv  right_only",[],left_only,1,0,FALSE,Correct,,,
How can I help you?,baseball games,activity,092c745e-1485-4840-a7cd-3bc8619ca0c9,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",Match,0.9268613458,"Information Items:
memory_name: activity, entity: type, value: sports.
memory_name: activity, entity: name, value: baseball games.","            value
0          sports
1  baseball games","         value
0     activity
1  watching tv","Empty DataFrame
Columns: [value, _merge]
Index: []","            value      _merge
0          sports   left_only
1  baseball games   left_only
2        activity  right_only
3     watching tv  right_only",[],right_only,0,1,FALSE,Correct,,,
How can I help you?,baseball games,watching tv,092c745e-1485-4840-a7cd-3bc8619ca0c9,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",Match,0.9268613458,"Information Items:
memory_name: activity, entity: type, value: sports.
memory_name: activity, entity: name, value: baseball games.","            value
0          sports
1  baseball games","         value
0     activity
1  watching tv","Empty DataFrame
Columns: [value, _merge]
Index: []","            value      _merge
0          sports   left_only
1  baseball games   left_only
2        activity  right_only
3     watching tv  right_only",[],right_only,0,1,FALSE,Incorrect,,,
"Hay <say-as interpret-as=""name"">Sheila</say-as>! What can I do for my favorite human?",i wish i could fix this tv so i can look at it i'm trying to look at pbs but i can't get it,Sheila,096a19de-db4d-43e1-950e-03da02a4d961,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",Match,0.8842953444,"Information Items:
memory_name: person, entity: name, value: Sheila.
memory_name: activity, entity: name, value: fixing tv.
memory_name: activity, entity: goal, value: watching pbs.","          value
0        Sheila
1     fixing tv
2  watching pbs","         value
0     activity
1  watching tv","Empty DataFrame
Columns: [value, _merge]
Index: []","          value      _merge
0        Sheila   left_only
1     fixing tv   left_only
2  watching pbs   left_only
3      activity  right_only
4   watching tv  right_only",[],left_only,1,0,TRUE,Partially correct,,,
"Hay <say-as interpret-as=""name"">Sheila</say-as>! What can I do for my favorite human?",i wish i could fix this tv so i can look at it i'm trying to look at pbs but i can't get it,fixing tv,096a19de-db4d-43e1-950e-03da02a4d961,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",Match,0.8842953444,"Information Items:
memory_name: person, entity: name, value: Sheila.
memory_name: activity, entity: name, value: fixing tv.
memory_name: activity, entity: goal, value: watching pbs.","          value
0        Sheila
1     fixing tv
2  watching pbs","         value
0     activity
1  watching tv","Empty DataFrame
Columns: [value, _merge]
Index: []","          value      _merge
0        Sheila   left_only
1     fixing tv   left_only
2  watching pbs   left_only
3      activity  right_only
4   watching tv  right_only",[],left_only,1,0,TRUE,Correct,,,
"Hay <say-as interpret-as=""name"">Sheila</say-as>! What can I do for my favorite human?",i wish i could fix this tv so i can look at it i'm trying to look at pbs but i can't get it,watching pbs,096a19de-db4d-43e1-950e-03da02a4d961,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",Match,0.8842953444,"Information Items:
memory_name: person, entity: name, value: Sheila.
memory_name: activity, entity: name, value: fixing tv.
memory_name: activity, entity: goal, value: watching pbs.","          value
0        Sheila
1     fixing tv
2  watching pbs","         value
0     activity
1  watching tv","Empty DataFrame
Columns: [value, _merge]
Index: []","          value      _merge
0        Sheila   left_only
1     fixing tv   left_only
2  watching pbs   left_only
3      activity  right_only
4   watching tv  right_only",[],left_only,1,0,TRUE,Correct,,,
"Hay <say-as interpret-as=""name"">Sheila</say-as>! What can I do for my favorite human?",i wish i could fix this tv so i can look at it i'm trying to look at pbs but i can't get it,activity,096a19de-db4d-43e1-950e-03da02a4d961,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",Match,0.8842953444,"Information Items:
memory_name: person, entity: name, value: Sheila.
memory_name: activity, entity: name, value: fixing tv.
memory_name: activity, entity: goal, value: watching pbs.","          value
0        Sheila
1     fixing tv
2  watching pbs","         value
0     activity
1  watching tv","Empty DataFrame
Columns: [value, _merge]
Index: []","          value      _merge
0        Sheila   left_only
1     fixing tv   left_only
2  watching pbs   left_only
3      activity  right_only
4   watching tv  right_only",[],right_only,0,1,TRUE,Correct,,,
"Hay <say-as interpret-as=""name"">Sheila</say-as>! What can I do for my favorite human?",i wish i could fix this tv so i can look at it i'm trying to look at pbs but i can't get it,watching tv,096a19de-db4d-43e1-950e-03da02a4d961,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",Match,0.8842953444,"Information Items:
memory_name: person, entity: name, value: Sheila.
memory_name: activity, entity: name, value: fixing tv.
memory_name: activity, entity: goal, value: watching pbs.","          value
0        Sheila
1     fixing tv
2  watching pbs","         value
0     activity
1  watching tv","Empty DataFrame
Columns: [value, _merge]
Index: []","          value      _merge
0        Sheila   left_only
1     fixing tv   left_only
2  watching pbs   left_only
3      activity  right_only
4   watching tv  right_only",[],right_only,0,1,TRUE,Correct,,,
I asked if you wanted to listen to some music. Would you like to?,i'm watching tv right now,watching tv,09ac853e-e1b6-453f-9ce1-f70ad1862e47,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",Match,0.9888318777,"Information Items:
memory_name: activity, entity: name, value: watching tv.","         value
0  watching tv","         value
0     activity
1  watching tv","         value _merge
0  watching tv   both","         value      _merge
0  watching tv        both
1     activity  right_only",['watching tv'],both,1,1,FALSE,Correct,,,
I asked if you wanted to listen to some music. Would you like to?,i'm watching tv right now,activity,09ac853e-e1b6-453f-9ce1-f70ad1862e47,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",Match,0.9888318777,"Information Items:
memory_name: activity, entity: name, value: watching tv.","         value
0  watching tv","         value
0     activity
1  watching tv","         value _merge
0  watching tv   both","         value      _merge
0  watching tv        both
1     activity  right_only",['watching tv'],right_only,0,1,FALSE,Correct,,,
I didn't get around to fully introducing myself. Do you have time now?,no i'm going to church,social event,09c239b0-05a5-4234-bdd5-688e4270edb4,"  memory_name entity   value
1       place   name  church",Match,0.9935820103,"Information Items:
memory_name: activity, entity: type, value: social event.
memory_name: activity, entity: name, value: church.","          value
0  social event
1        church","    value
0  church","    value _merge
0  church   both","          value     _merge
0  social event  left_only
1        church       both",['church'],left_only,1,0,TRUE,Correct,,,
I didn't get around to fully introducing myself. Do you have time now?,no i'm going to church,church,09c239b0-05a5-4234-bdd5-688e4270edb4,"  memory_name entity   value
1       place   name  church",Match,0.9935820103,"Information Items:
memory_name: activity, entity: type, value: social event.
memory_name: activity, entity: name, value: church.","          value
0  social event
1        church","    value
0  church","    value _merge
0  church   both","          value     _merge
0  social event  left_only
1        church       both",['church'],both,1,1,TRUE,Correct,,,
How about some time together?,no i'm watching tv right now,watching tv,09d115e0-8cc0-4172-aa63-7e4c5cca7136,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",Match,0.9937469959,"Information Items:
memory_name: activity, entity: name, value: watching tv.","         value
0  watching tv","         value
0     activity
1  watching tv","         value _merge
0  watching tv   both","         value      _merge
0  watching tv        both
1     activity  right_only",['watching tv'],both,1,1,FALSE,Correct,,,
How about some time together?,no i'm watching tv right now,activity,09d115e0-8cc0-4172-aa63-7e4c5cca7136,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",Match,0.9937469959,"Information Items:
memory_name: activity, entity: name, value: watching tv.","         value
0  watching tv","         value
0     activity
1  watching tv","         value _merge
0  watching tv   both","         value      _merge
0  watching tv        both
1     activity  right_only",['watching tv'],right_only,0,1,FALSE,Correct,,,
Do you have any important plans for tomorrow?,no going to the dentist,dentist,09d71900-aca1-4dac-8d28-05d99354199d,"  memory_name entity     value
1    activity   type  activity
2    activity   name   dentist",Match,0.9909518957,"Information Items:
memory_name: place, entity: name, value: dentist.","     value
0  dentist","      value
0  activity
1   dentist","     value _merge
0  dentist   both","      value      _merge
0   dentist        both
1  activity  right_only",['dentist'],both,1,1,TRUE,Partially correct,Going to the dentist,,
Do you have any important plans for tomorrow?,no going to the dentist,activity,09d71900-aca1-4dac-8d28-05d99354199d,"  memory_name entity     value
1    activity   type  activity
2    activity   name   dentist",Match,0.9909518957,"Information Items:
memory_name: place, entity: name, value: dentist.","     value
0  dentist","      value
0  activity
1   dentist","     value _merge
0  dentist   both","      value      _merge
0   dentist        both
1  activity  right_only",['dentist'],right_only,0,1,TRUE,Correct,,,
How can I help you?,my name is josiah what my favorite color is green what's your name,Josiah,09ecee81-42a5-4c65-bafd-667cefd6d86f,"  memory_name entity  value
0    favorite   type  color
1    favorite   name  green",Match,0.8581484556,"Information Items:
memory_name: personal_information, entity: name, value: Josiah.
memory_name: personal_information, entity: favorite_color, value: green.","    value
0  Josiah
1   green","   value
0  color
1  green","   value _merge
0  green   both","    value      _merge
0  Josiah   left_only
1   green        both
2   color  right_only",['green'],left_only,1,0,FALSE,Correct,,Sentence isn’t completely grammatically correct but the message is understood,
How can I help you?,my name is josiah what my favorite color is green what's your name,green,09ecee81-42a5-4c65-bafd-667cefd6d86f,"  memory_name entity  value
0    favorite   type  color
1    favorite   name  green",Match,0.8581484556,"Information Items:
memory_name: personal_information, entity: name, value: Josiah.
memory_name: personal_information, entity: favorite_color, value: green.","    value
0  Josiah
1   green","   value
0  color
1  green","   value _merge
0  green   both","    value      _merge
0  Josiah   left_only
1   green        both
2   color  right_only",['green'],both,1,1,FALSE,Partially correct,Favorite color is,,
How can I help you?,my name is josiah what my favorite color is green what's your name,color,09ecee81-42a5-4c65-bafd-667cefd6d86f,"  memory_name entity  value
0    favorite   type  color
1    favorite   name  green",Match,0.8581484556,"Information Items:
memory_name: personal_information, entity: name, value: Josiah.
memory_name: personal_information, entity: favorite_color, value: green.","    value
0  Josiah
1   green","   value
0  color
1  green","   value _merge
0  green   both","    value      _merge
0  Josiah   left_only
1   green        both
2   color  right_only",['green'],right_only,0,1,FALSE,Incorrect,,,
"So <say-as interpret-as=""name"">Richard</say-as>, tell me all about your adventure outside. Where did you go?",for walk,physical activity,0a110fe0-f134-46f7-bee0-f99a12056270,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",Match,0.985933125,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walk.","               value
0  physical activity
1               walk","      value
0  activity
1   walking","Empty DataFrame
Columns: [value, _merge]
Index: []","               value      _merge
0  physical activity   left_only
1               walk   left_only
2           activity  right_only
3            walking  right_only",[],left_only,1,0,TRUE,Correct,,,
"So <say-as interpret-as=""name"">Richard</say-as>, tell me all about your adventure outside. Where did you go?",for walk,walk,0a110fe0-f134-46f7-bee0-f99a12056270,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",Match,0.985933125,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walk.","               value
0  physical activity
1               walk","      value
0  activity
1   walking","Empty DataFrame
Columns: [value, _merge]
Index: []","               value      _merge
0  physical activity   left_only
1               walk   left_only
2           activity  right_only
3            walking  right_only",[],left_only,1,0,TRUE,Correct,,,
