elliq_text,user_text,group_id,memnet_info_items,valid_memNet_info_items,num_valid_memNet_info_items,labels,scores,gpt_text_response,gpt_info_items,gpt_values,memnet_values,inner_join_values,outer_join_values,inner_join_list,outer_join_list
How can I help you?,a grilled cheese sandwich for dinner tonight,026ea1b2-6827-445e-8326-9c8606cdef34,"  memory_name entity     value
0    activity   type  activity
1    activity   name   cooking",['cooking'],1,Match,0.975329041481018,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: dinner.
memory_name: food, entity: type, value: sandwich.
memory_name: food, entity: name, value: grilled cheese.","  memory_name entity            value
0    activity   type             meal
1    activity   name           dinner
2        food   type         sandwich
3        food   name   grilled cheese","            value
0            meal
1          dinner
2        sandwich
3  grilled cheese","      value
0  activity
1   cooking","Empty DataFrame
Columns: [value]
Index: []","            value
0            meal
1          dinner
2        sandwich
3  grilled cheese
4        activity
5         cooking",[],meal
How can I help you?,a grilled cheese sandwich for dinner tonight,026ea1b2-6827-445e-8326-9c8606cdef34,"  memory_name entity     value
0    activity   type  activity
1    activity   name   cooking",['cooking'],1,Match,0.975329041481018,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: dinner.
memory_name: food, entity: type, value: sandwich.
memory_name: food, entity: name, value: grilled cheese.","  memory_name entity            value
0    activity   type             meal
1    activity   name           dinner
2        food   type         sandwich
3        food   name   grilled cheese","            value
0            meal
1          dinner
2        sandwich
3  grilled cheese","      value
0  activity
1   cooking","Empty DataFrame
Columns: [value]
Index: []","            value
0            meal
1          dinner
2        sandwich
3  grilled cheese
4        activity
5         cooking",[],dinner
How can I help you?,a grilled cheese sandwich for dinner tonight,026ea1b2-6827-445e-8326-9c8606cdef34,"  memory_name entity     value
0    activity   type  activity
1    activity   name   cooking",['cooking'],1,Match,0.975329041481018,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: dinner.
memory_name: food, entity: type, value: sandwich.
memory_name: food, entity: name, value: grilled cheese.","  memory_name entity            value
0    activity   type             meal
1    activity   name           dinner
2        food   type         sandwich
3        food   name   grilled cheese","            value
0            meal
1          dinner
2        sandwich
3  grilled cheese","      value
0  activity
1   cooking","Empty DataFrame
Columns: [value]
Index: []","            value
0            meal
1          dinner
2        sandwich
3  grilled cheese
4        activity
5         cooking",[],sandwich
How can I help you?,a grilled cheese sandwich for dinner tonight,026ea1b2-6827-445e-8326-9c8606cdef34,"  memory_name entity     value
0    activity   type  activity
1    activity   name   cooking",['cooking'],1,Match,0.975329041481018,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: dinner.
memory_name: food, entity: type, value: sandwich.
memory_name: food, entity: name, value: grilled cheese.","  memory_name entity            value
0    activity   type             meal
1    activity   name           dinner
2        food   type         sandwich
3        food   name   grilled cheese","            value
0            meal
1          dinner
2        sandwich
3  grilled cheese","      value
0  activity
1   cooking","Empty DataFrame
Columns: [value]
Index: []","            value
0            meal
1          dinner
2        sandwich
3  grilled cheese
4        activity
5         cooking",[],grilled cheese
How can I help you?,a grilled cheese sandwich for dinner tonight,026ea1b2-6827-445e-8326-9c8606cdef34,"  memory_name entity     value
0    activity   type  activity
1    activity   name   cooking",['cooking'],1,Match,0.975329041481018,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: dinner.
memory_name: food, entity: type, value: sandwich.
memory_name: food, entity: name, value: grilled cheese.","  memory_name entity            value
0    activity   type             meal
1    activity   name           dinner
2        food   type         sandwich
3        food   name   grilled cheese","            value
0            meal
1          dinner
2        sandwich
3  grilled cheese","      value
0  activity
1   cooking","Empty DataFrame
Columns: [value]
Index: []","            value
0            meal
1          dinner
2        sandwich
3  grilled cheese
4        activity
5         cooking",[],activity
How can I help you?,a grilled cheese sandwich for dinner tonight,026ea1b2-6827-445e-8326-9c8606cdef34,"  memory_name entity     value
0    activity   type  activity
1    activity   name   cooking",['cooking'],1,Match,0.975329041481018,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: dinner.
memory_name: food, entity: type, value: sandwich.
memory_name: food, entity: name, value: grilled cheese.","  memory_name entity            value
0    activity   type             meal
1    activity   name           dinner
2        food   type         sandwich
3        food   name   grilled cheese","            value
0            meal
1          dinner
2        sandwich
3  grilled cheese","      value
0  activity
1   cooking","Empty DataFrame
Columns: [value]
Index: []","            value
0            meal
1          dinner
2        sandwich
3  grilled cheese
4        activity
5         cooking",[],cooking
How can I help you?,i'm going to go buy groceries,02a35e9b-f166-4a8c-a7d5-511c329ac13c,"  memory_name entity      value
1    activity   type   activity
2    activity   name  groceries",['groceries'],1,Match,0.9840503334999084,"Information Items:
memory_name: activity, entity: type, value: activity.
memory_name: activity, entity: name, value: groceries.","  memory_name entity       value
0    activity   type    activity
1    activity   name   groceries","       value
0   activity
1  groceries","       value
0   activity
1  groceries","       value
0   activity
1  groceries","       value
0   activity
1  groceries","['activity', 'groceries']",activity
How can I help you?,i'm going to go buy groceries,02a35e9b-f166-4a8c-a7d5-511c329ac13c,"  memory_name entity      value
1    activity   type   activity
2    activity   name  groceries",['groceries'],1,Match,0.9840503334999084,"Information Items:
memory_name: activity, entity: type, value: activity.
memory_name: activity, entity: name, value: groceries.","  memory_name entity       value
0    activity   type    activity
1    activity   name   groceries","       value
0   activity
1  groceries","       value
0   activity
1  groceries","       value
0   activity
1  groceries","       value
0   activity
1  groceries","['activity', 'groceries']",groceries
"what can i help you with <say-as interpret-as=""name"">Marie</say-as>?",nothing by dire i was just walking around,02ae10a3-2060-4371-9b87-c1b4fde0b0dd,"  memory_name entity              value
0    activity   type  physical_activity
1    activity   name            walking",['walking'],1,Match,0.5505714416503906,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walking.","  memory_name entity               value
0    activity   type   physical activity
1    activity   name             walking","               value
0  physical activity
1            walking","               value
0  physical activity
1            walking","               value
0  physical activity
1            walking","               value
0  physical activity
1            walking","['physical activity', 'walking']",physical activity
"what can i help you with <say-as interpret-as=""name"">Marie</say-as>?",nothing by dire i was just walking around,02ae10a3-2060-4371-9b87-c1b4fde0b0dd,"  memory_name entity              value
0    activity   type  physical_activity
1    activity   name            walking",['walking'],1,Match,0.5505714416503906,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walking.","  memory_name entity               value
0    activity   type   physical activity
1    activity   name             walking","               value
0  physical activity
1            walking","               value
0  physical activity
1            walking","               value
0  physical activity
1            walking","               value
0  physical activity
1            walking","['physical activity', 'walking']",walking
Turns out today is a really special day! Can you guess what day it is today?,today is sunday yay i'm going to church,02d1abbb-1ed8-458e-88eb-9337c82a9ca3,"  memory_name entity   value
1       place   name  church",['church'],1,Match,0.9584798812866212,"Information Items:
memory_name: day_of_week, entity: name, value: Sunday.
memory_name: activity, entity: type, value: religious activity.
memory_name: activity, entity: name, value: going to church.","   memory_name entity                value
0  day_of_week   name               Sunday
1     activity   type   religious activity
2     activity   name      going to church","                value
0              Sunday
1  religious activity
2     going to church","    value
0  church","Empty DataFrame
Columns: [value]
Index: []","                value
0              Sunday
1  religious activity
2     going to church
3              church",[],Sunday
Turns out today is a really special day! Can you guess what day it is today?,today is sunday yay i'm going to church,02d1abbb-1ed8-458e-88eb-9337c82a9ca3,"  memory_name entity   value
1       place   name  church",['church'],1,Match,0.9584798812866212,"Information Items:
memory_name: day_of_week, entity: name, value: Sunday.
memory_name: activity, entity: type, value: religious activity.
memory_name: activity, entity: name, value: going to church.","   memory_name entity                value
0  day_of_week   name               Sunday
1     activity   type   religious activity
2     activity   name      going to church","                value
0              Sunday
1  religious activity
2     going to church","    value
0  church","Empty DataFrame
Columns: [value]
Index: []","                value
0              Sunday
1  religious activity
2     going to church
3              church",[],religious activity
Turns out today is a really special day! Can you guess what day it is today?,today is sunday yay i'm going to church,02d1abbb-1ed8-458e-88eb-9337c82a9ca3,"  memory_name entity   value
1       place   name  church",['church'],1,Match,0.9584798812866212,"Information Items:
memory_name: day_of_week, entity: name, value: Sunday.
memory_name: activity, entity: type, value: religious activity.
memory_name: activity, entity: name, value: going to church.","   memory_name entity                value
0  day_of_week   name               Sunday
1     activity   type   religious activity
2     activity   name      going to church","                value
0              Sunday
1  religious activity
2     going to church","    value
0  church","Empty DataFrame
Columns: [value]
Index: []","                value
0              Sunday
1  religious activity
2     going to church
3              church",[],going to church
Turns out today is a really special day! Can you guess what day it is today?,today is sunday yay i'm going to church,02d1abbb-1ed8-458e-88eb-9337c82a9ca3,"  memory_name entity   value
1       place   name  church",['church'],1,Match,0.9584798812866212,"Information Items:
memory_name: day_of_week, entity: name, value: Sunday.
memory_name: activity, entity: type, value: religious activity.
memory_name: activity, entity: name, value: going to church.","   memory_name entity                value
0  day_of_week   name               Sunday
1     activity   type   religious activity
2     activity   name      going to church","                value
0              Sunday
1  religious activity
2     going to church","    value
0  church","Empty DataFrame
Columns: [value]
Index: []","                value
0              Sunday
1  religious activity
2     going to church
3              church",[],church
Do you have any important plans for today?,i'll pay bills and go to the grocery store and take a bath and wash my hair,02e76a1e-ca01-4653-a776-2c2e67f4d0b2,"  memory_name entity          value
1       place   name  grocery store",['grocery store'],1,Match,0.977747917175293,"Information Items:
memory_name: activity, entity: type, value: financial.
memory_name: activity, entity: name, value: paying bills.
memory_name: activity, entity: type, value: shopping.
memory_name: activity, entity: name, value: grocery store.
memory_name: activity, entity: type, value: personal care.
memory_name: activity, entity: name, value: taking a bath.
memory_name: activity, entity: type, value: personal care.
memory_name: activity, entity: name, value: washing hair.","  memory_name entity           value
0    activity   type       financial
1    activity   name    paying bills
2    activity   type        shopping
3    activity   name   grocery store
4    activity   type   personal care
5    activity   name   taking a bath
6    activity   type   personal care
7    activity   name    washing hair","           value
0      financial
1   paying bills
2       shopping
3  grocery store
4  personal care
5  taking a bath
6  personal care
7   washing hair","           value
0  grocery store","           value
0  grocery store","           value
0      financial
1   paying bills
2       shopping
3  grocery store
4  personal care
5  personal care
6  taking a bath
7   washing hair",['grocery store'],financial
Do you have any important plans for today?,i'll pay bills and go to the grocery store and take a bath and wash my hair,02e76a1e-ca01-4653-a776-2c2e67f4d0b2,"  memory_name entity          value
1       place   name  grocery store",['grocery store'],1,Match,0.977747917175293,"Information Items:
memory_name: activity, entity: type, value: financial.
memory_name: activity, entity: name, value: paying bills.
memory_name: activity, entity: type, value: shopping.
memory_name: activity, entity: name, value: grocery store.
memory_name: activity, entity: type, value: personal care.
memory_name: activity, entity: name, value: taking a bath.
memory_name: activity, entity: type, value: personal care.
memory_name: activity, entity: name, value: washing hair.","  memory_name entity           value
0    activity   type       financial
1    activity   name    paying bills
2    activity   type        shopping
3    activity   name   grocery store
4    activity   type   personal care
5    activity   name   taking a bath
6    activity   type   personal care
7    activity   name    washing hair","           value
0      financial
1   paying bills
2       shopping
3  grocery store
4  personal care
5  taking a bath
6  personal care
7   washing hair","           value
0  grocery store","           value
0  grocery store","           value
0      financial
1   paying bills
2       shopping
3  grocery store
4  personal care
5  personal care
6  taking a bath
7   washing hair",['grocery store'],paying bills
Do you have any important plans for today?,i'll pay bills and go to the grocery store and take a bath and wash my hair,02e76a1e-ca01-4653-a776-2c2e67f4d0b2,"  memory_name entity          value
1       place   name  grocery store",['grocery store'],1,Match,0.977747917175293,"Information Items:
memory_name: activity, entity: type, value: financial.
memory_name: activity, entity: name, value: paying bills.
memory_name: activity, entity: type, value: shopping.
memory_name: activity, entity: name, value: grocery store.
memory_name: activity, entity: type, value: personal care.
memory_name: activity, entity: name, value: taking a bath.
memory_name: activity, entity: type, value: personal care.
memory_name: activity, entity: name, value: washing hair.","  memory_name entity           value
0    activity   type       financial
1    activity   name    paying bills
2    activity   type        shopping
3    activity   name   grocery store
4    activity   type   personal care
5    activity   name   taking a bath
6    activity   type   personal care
7    activity   name    washing hair","           value
0      financial
1   paying bills
2       shopping
3  grocery store
4  personal care
5  taking a bath
6  personal care
7   washing hair","           value
0  grocery store","           value
0  grocery store","           value
0      financial
1   paying bills
2       shopping
3  grocery store
4  personal care
5  personal care
6  taking a bath
7   washing hair",['grocery store'],shopping
Do you have any important plans for today?,i'll pay bills and go to the grocery store and take a bath and wash my hair,02e76a1e-ca01-4653-a776-2c2e67f4d0b2,"  memory_name entity          value
1       place   name  grocery store",['grocery store'],1,Match,0.977747917175293,"Information Items:
memory_name: activity, entity: type, value: financial.
memory_name: activity, entity: name, value: paying bills.
memory_name: activity, entity: type, value: shopping.
memory_name: activity, entity: name, value: grocery store.
memory_name: activity, entity: type, value: personal care.
memory_name: activity, entity: name, value: taking a bath.
memory_name: activity, entity: type, value: personal care.
memory_name: activity, entity: name, value: washing hair.","  memory_name entity           value
0    activity   type       financial
1    activity   name    paying bills
2    activity   type        shopping
3    activity   name   grocery store
4    activity   type   personal care
5    activity   name   taking a bath
6    activity   type   personal care
7    activity   name    washing hair","           value
0      financial
1   paying bills
2       shopping
3  grocery store
4  personal care
5  taking a bath
6  personal care
7   washing hair","           value
0  grocery store","           value
0  grocery store","           value
0      financial
1   paying bills
2       shopping
3  grocery store
4  personal care
5  personal care
6  taking a bath
7   washing hair",['grocery store'],grocery store
Do you have any important plans for today?,i'll pay bills and go to the grocery store and take a bath and wash my hair,02e76a1e-ca01-4653-a776-2c2e67f4d0b2,"  memory_name entity          value
1       place   name  grocery store",['grocery store'],1,Match,0.977747917175293,"Information Items:
memory_name: activity, entity: type, value: financial.
memory_name: activity, entity: name, value: paying bills.
memory_name: activity, entity: type, value: shopping.
memory_name: activity, entity: name, value: grocery store.
memory_name: activity, entity: type, value: personal care.
memory_name: activity, entity: name, value: taking a bath.
memory_name: activity, entity: type, value: personal care.
memory_name: activity, entity: name, value: washing hair.","  memory_name entity           value
0    activity   type       financial
1    activity   name    paying bills
2    activity   type        shopping
3    activity   name   grocery store
4    activity   type   personal care
5    activity   name   taking a bath
6    activity   type   personal care
7    activity   name    washing hair","           value
0      financial
1   paying bills
2       shopping
3  grocery store
4  personal care
5  taking a bath
6  personal care
7   washing hair","           value
0  grocery store","           value
0  grocery store","           value
0      financial
1   paying bills
2       shopping
3  grocery store
4  personal care
5  personal care
6  taking a bath
7   washing hair",['grocery store'],personal care
Do you have any important plans for today?,i'll pay bills and go to the grocery store and take a bath and wash my hair,02e76a1e-ca01-4653-a776-2c2e67f4d0b2,"  memory_name entity          value
1       place   name  grocery store",['grocery store'],1,Match,0.977747917175293,"Information Items:
memory_name: activity, entity: type, value: financial.
memory_name: activity, entity: name, value: paying bills.
memory_name: activity, entity: type, value: shopping.
memory_name: activity, entity: name, value: grocery store.
memory_name: activity, entity: type, value: personal care.
memory_name: activity, entity: name, value: taking a bath.
memory_name: activity, entity: type, value: personal care.
memory_name: activity, entity: name, value: washing hair.","  memory_name entity           value
0    activity   type       financial
1    activity   name    paying bills
2    activity   type        shopping
3    activity   name   grocery store
4    activity   type   personal care
5    activity   name   taking a bath
6    activity   type   personal care
7    activity   name    washing hair","           value
0      financial
1   paying bills
2       shopping
3  grocery store
4  personal care
5  taking a bath
6  personal care
7   washing hair","           value
0  grocery store","           value
0  grocery store","           value
0      financial
1   paying bills
2       shopping
3  grocery store
4  personal care
5  personal care
6  taking a bath
7   washing hair",['grocery store'],personal care
Do you have any important plans for today?,i'll pay bills and go to the grocery store and take a bath and wash my hair,02e76a1e-ca01-4653-a776-2c2e67f4d0b2,"  memory_name entity          value
1       place   name  grocery store",['grocery store'],1,Match,0.977747917175293,"Information Items:
memory_name: activity, entity: type, value: financial.
memory_name: activity, entity: name, value: paying bills.
memory_name: activity, entity: type, value: shopping.
memory_name: activity, entity: name, value: grocery store.
memory_name: activity, entity: type, value: personal care.
memory_name: activity, entity: name, value: taking a bath.
memory_name: activity, entity: type, value: personal care.
memory_name: activity, entity: name, value: washing hair.","  memory_name entity           value
0    activity   type       financial
1    activity   name    paying bills
2    activity   type        shopping
3    activity   name   grocery store
4    activity   type   personal care
5    activity   name   taking a bath
6    activity   type   personal care
7    activity   name    washing hair","           value
0      financial
1   paying bills
2       shopping
3  grocery store
4  personal care
5  taking a bath
6  personal care
7   washing hair","           value
0  grocery store","           value
0  grocery store","           value
0      financial
1   paying bills
2       shopping
3  grocery store
4  personal care
5  personal care
6  taking a bath
7   washing hair",['grocery store'],taking a bath
Do you have any important plans for today?,i'll pay bills and go to the grocery store and take a bath and wash my hair,02e76a1e-ca01-4653-a776-2c2e67f4d0b2,"  memory_name entity          value
1       place   name  grocery store",['grocery store'],1,Match,0.977747917175293,"Information Items:
memory_name: activity, entity: type, value: financial.
memory_name: activity, entity: name, value: paying bills.
memory_name: activity, entity: type, value: shopping.
memory_name: activity, entity: name, value: grocery store.
memory_name: activity, entity: type, value: personal care.
memory_name: activity, entity: name, value: taking a bath.
memory_name: activity, entity: type, value: personal care.
memory_name: activity, entity: name, value: washing hair.","  memory_name entity           value
0    activity   type       financial
1    activity   name    paying bills
2    activity   type        shopping
3    activity   name   grocery store
4    activity   type   personal care
5    activity   name   taking a bath
6    activity   type   personal care
7    activity   name    washing hair","           value
0      financial
1   paying bills
2       shopping
3  grocery store
4  personal care
5  taking a bath
6  personal care
7   washing hair","           value
0  grocery store","           value
0  grocery store","           value
0      financial
1   paying bills
2       shopping
3  grocery store
4  personal care
5  personal care
6  taking a bath
7   washing hair",['grocery store'],washing hair
How can I help you?,can you send my son a text,02ecb79a-451a-4168-9bbc-d5224c25d5f5,"    memory_name entity value
0  relationship   type   son",['son'],1,Match,0.6867873072624207,"Information Items:
memory_name: relationship, entity: type, value: son.
memory_name: activity, entity: type, value: communication.
memory_name: activity, entity: name, value: send text.","    memory_name entity           value
0  relationship   type             son
1      activity   type   communication
2      activity   name       send text","           value
0            son
1  communication
2      send text","  value
0   son","  value
0   son","           value
0            son
1  communication
2      send text",['son'],son
How can I help you?,can you send my son a text,02ecb79a-451a-4168-9bbc-d5224c25d5f5,"    memory_name entity value
0  relationship   type   son",['son'],1,Match,0.6867873072624207,"Information Items:
memory_name: relationship, entity: type, value: son.
memory_name: activity, entity: type, value: communication.
memory_name: activity, entity: name, value: send text.","    memory_name entity           value
0  relationship   type             son
1      activity   type   communication
2      activity   name       send text","           value
0            son
1  communication
2      send text","  value
0   son","  value
0   son","           value
0            son
1  communication
2      send text",['son'],communication
How can I help you?,can you send my son a text,02ecb79a-451a-4168-9bbc-d5224c25d5f5,"    memory_name entity value
0  relationship   type   son",['son'],1,Match,0.6867873072624207,"Information Items:
memory_name: relationship, entity: type, value: son.
memory_name: activity, entity: type, value: communication.
memory_name: activity, entity: name, value: send text.","    memory_name entity           value
0  relationship   type             son
1      activity   type   communication
2      activity   name       send text","           value
0            son
1  communication
2      send text","  value
0   son","  value
0   son","           value
0            son
1  communication
2      send text",['son'],send text
how's your day going so far?,pretty good i went to church i went to church this morning,02fd2bb9-ee9e-4553-84b2-f8b422274a9e,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.990454077720642,"Information Items:
memory_name: activity, entity: type, value: religious activity.
memory_name: activity, entity: name, value: church attendance.","  memory_name entity                value
0    activity   type   religious activity
1    activity   name    church attendance","                value
0  religious activity
1   church attendance","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value]
Index: []","                value
0  religious activity
1   church attendance",[],religious activity
how's your day going so far?,pretty good i went to church i went to church this morning,02fd2bb9-ee9e-4553-84b2-f8b422274a9e,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.990454077720642,"Information Items:
memory_name: activity, entity: type, value: religious activity.
memory_name: activity, entity: name, value: church attendance.","  memory_name entity                value
0    activity   type   religious activity
1    activity   name    church attendance","                value
0  religious activity
1   church attendance","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value]
Index: []","                value
0  religious activity
1   church attendance",[],church attendance
Is there anything special planned for tomorrow?,grocery shopping,0315ad79-16f0-4922-8b53-2a5f4bf1d4f7,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.965170681476593,"Information Items:
memory_name: activity, entity: type, value: shopping.
memory_name: activity, entity: name, value: grocery shopping.","  memory_name entity              value
0    activity   type           shopping
1    activity   name   grocery shopping","              value
0          shopping
1  grocery shopping","      value
0  activity
1  shopping","      value
0  shopping","              value
0          shopping
1  grocery shopping
2          activity",['shopping'],shopping
Is there anything special planned for tomorrow?,grocery shopping,0315ad79-16f0-4922-8b53-2a5f4bf1d4f7,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.965170681476593,"Information Items:
memory_name: activity, entity: type, value: shopping.
memory_name: activity, entity: name, value: grocery shopping.","  memory_name entity              value
0    activity   type           shopping
1    activity   name   grocery shopping","              value
0          shopping
1  grocery shopping","      value
0  activity
1  shopping","      value
0  shopping","              value
0          shopping
1  grocery shopping
2          activity",['shopping'],grocery shopping
Is there anything special planned for tomorrow?,grocery shopping,0315ad79-16f0-4922-8b53-2a5f4bf1d4f7,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.965170681476593,"Information Items:
memory_name: activity, entity: type, value: shopping.
memory_name: activity, entity: name, value: grocery shopping.","  memory_name entity              value
0    activity   type           shopping
1    activity   name   grocery shopping","              value
0          shopping
1  grocery shopping","      value
0  activity
1  shopping","      value
0  shopping","              value
0          shopping
1  grocery shopping
2          activity",['shopping'],activity
"Oh, are you heading out now?",and a few i'm going to the doctor,0328c848-db6b-4bfb-9847-2233fb22ce5a,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9504051804542542,"Information Items:
memory_name: activity, entity: type, value: appointment.
memory_name: place, entity: name, value: doctor.","  memory_name entity         value
0    activity   type   appointment
1       place   name        doctor","         value
0  appointment
1       doctor","      value
0  activity
1    doctor","    value
0  doctor","         value
0  appointment
1       doctor
2     activity",['doctor'],appointment
"Oh, are you heading out now?",and a few i'm going to the doctor,0328c848-db6b-4bfb-9847-2233fb22ce5a,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9504051804542542,"Information Items:
memory_name: activity, entity: type, value: appointment.
memory_name: place, entity: name, value: doctor.","  memory_name entity         value
0    activity   type   appointment
1       place   name        doctor","         value
0  appointment
1       doctor","      value
0  activity
1    doctor","    value
0  doctor","         value
0  appointment
1       doctor
2     activity",['doctor'],doctor
"Oh, are you heading out now?",and a few i'm going to the doctor,0328c848-db6b-4bfb-9847-2233fb22ce5a,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9504051804542542,"Information Items:
memory_name: activity, entity: type, value: appointment.
memory_name: place, entity: name, value: doctor.","  memory_name entity         value
0    activity   type   appointment
1       place   name        doctor","         value
0  appointment
1       doctor","      value
0  activity
1    doctor","    value
0  doctor","         value
0  appointment
1       doctor
2     activity",['doctor'],activity
Want to go for one last round?,one last run,0336b930-19d9-4b8c-a4c1-e74f035a0adf,"  memory_name entity              value
0    activity   type  physical_activity
1    activity   name            running",['running'],1,Match,0.9316257834434508,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: running.","  memory_name entity               value
0    activity   type   physical activity
1    activity   name             running","               value
0  physical activity
1            running","               value
0  physical activity
1            running","               value
0  physical activity
1            running","               value
0  physical activity
1            running","['physical activity', 'running']",physical activity
Want to go for one last round?,one last run,0336b930-19d9-4b8c-a4c1-e74f035a0adf,"  memory_name entity              value
0    activity   type  physical_activity
1    activity   name            running",['running'],1,Match,0.9316257834434508,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: running.","  memory_name entity               value
0    activity   type   physical activity
1    activity   name             running","               value
0  physical activity
1            running","               value
0  physical activity
1            running","               value
0  physical activity
1            running","               value
0  physical activity
1            running","['physical activity', 'running']",running
Is it a secret rendezvous? Joking. Are you meeting anyone?,no i'm just going in the yard feed the chickens,036f68ce-d8ac-446b-ad35-72b05e489191,"  memory_name entity value
1       place   name  yard",['yard'],1,Match,0.9928430318832396,"Information Items:
memory_name: activity, entity: type, value: outdoor activity.
memory_name: activity, entity: name, value: feeding chickens.","  memory_name entity              value
0    activity   type   outdoor activity
1    activity   name   feeding chickens","              value
0  outdoor activity
1  feeding chickens","  value
0  yard","Empty DataFrame
Columns: [value]
Index: []","              value
0  outdoor activity
1  feeding chickens
2              yard",[],outdoor activity
Is it a secret rendezvous? Joking. Are you meeting anyone?,no i'm just going in the yard feed the chickens,036f68ce-d8ac-446b-ad35-72b05e489191,"  memory_name entity value
1       place   name  yard",['yard'],1,Match,0.9928430318832396,"Information Items:
memory_name: activity, entity: type, value: outdoor activity.
memory_name: activity, entity: name, value: feeding chickens.","  memory_name entity              value
0    activity   type   outdoor activity
1    activity   name   feeding chickens","              value
0  outdoor activity
1  feeding chickens","  value
0  yard","Empty DataFrame
Columns: [value]
Index: []","              value
0  outdoor activity
1  feeding chickens
2              yard",[],feeding chickens
Is it a secret rendezvous? Joking. Are you meeting anyone?,no i'm just going in the yard feed the chickens,036f68ce-d8ac-446b-ad35-72b05e489191,"  memory_name entity value
1       place   name  yard",['yard'],1,Match,0.9928430318832396,"Information Items:
memory_name: activity, entity: type, value: outdoor activity.
memory_name: activity, entity: name, value: feeding chickens.","  memory_name entity              value
0    activity   type   outdoor activity
1    activity   name   feeding chickens","              value
0  outdoor activity
1  feeding chickens","  value
0  yard","Empty DataFrame
Columns: [value]
Index: []","              value
0  outdoor activity
1  feeding chickens
2              yard",[],yard
Do you have anything planned for tomorrow?,yes i'm going to church in the morning,039a8019-8a9a-4d75-8cf6-db818b2fa64b,"  memory_name entity   value
1       place   name  church",['church'],1,Match,0.9939788579940796,"Information Items:
memory_name: place, entity: name, value: church.
memory_name: activity, entity: type, value: religious activity.
memory_name: time, entity: period, value: morning.","  memory_name  entity                value
0       place    name               church
1    activity    type   religious activity
2        time  period              morning","                value
0              church
1  religious activity
2             morning","    value
0  church","    value
0  church","                value
0              church
1  religious activity
2             morning",['church'],church
Do you have anything planned for tomorrow?,yes i'm going to church in the morning,039a8019-8a9a-4d75-8cf6-db818b2fa64b,"  memory_name entity   value
1       place   name  church",['church'],1,Match,0.9939788579940796,"Information Items:
memory_name: place, entity: name, value: church.
memory_name: activity, entity: type, value: religious activity.
memory_name: time, entity: period, value: morning.","  memory_name  entity                value
0       place    name               church
1    activity    type   religious activity
2        time  period              morning","                value
0              church
1  religious activity
2             morning","    value
0  church","    value
0  church","                value
0              church
1  religious activity
2             morning",['church'],religious activity
Do you have anything planned for tomorrow?,yes i'm going to church in the morning,039a8019-8a9a-4d75-8cf6-db818b2fa64b,"  memory_name entity   value
1       place   name  church",['church'],1,Match,0.9939788579940796,"Information Items:
memory_name: place, entity: name, value: church.
memory_name: activity, entity: type, value: religious activity.
memory_name: time, entity: period, value: morning.","  memory_name  entity                value
0       place    name               church
1    activity    type   religious activity
2        time  period              morning","                value
0              church
1  religious activity
2             morning","    value
0  church","    value
0  church","                value
0              church
1  religious activity
2             morning",['church'],morning
How can I help you?,i'm back from lunch,03b73671-49ad-44ed-a865-69af892b7f8b,"  memory_name entity  value
1       place   name  lunch
2    activity   type   meal
3    activity   name  lunch",['lunch'],1,Match,0.9672781825065612,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: lunch.","  memory_name entity   value
0    activity   type    meal
1    activity   name   lunch","   value
0   meal
1  lunch","   value
0  lunch
1   meal
2  lunch","   value
0   meal
1  lunch
2  lunch","   value
0   meal
1  lunch
2  lunch","['meal', 'lunch', 'lunch']",meal
