elliq_text,user_text,group_id,memnet_info_items,valid_memNet_info_items,num_valid_memNet_info_items,labels,scores,gpt_text_response,gpt_values,memnet_values,inner_join_values,outer_join_values,inner_join_list,outer_join_list,outer_join_source
how's your day going so far?,it's going great i'm taking my dog for a walk,0a986aa7-7f42-452a-93d0-8b70e2a1a42e,"  memory_name  entity     value
1    activity    type  activity
2    activity    name   walking
3       place  people       dog","['walking', 'dog']",2,Match,0.9874064326286316,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walking.
memory_name: pet, entity: type, value: dog.","               value
0  physical activity
1            walking
2                dog","      value
0  activity
1   walking
2       dog","     value _merge
0  walking   both
1      dog   both","               value      _merge
0  physical activity   left_only
1            walking        both
2                dog        both
3           activity  right_only","['walking', 'dog']",activity,right_only
How can I help you?,finished i'm a french person,0a992729-00f8-4fb9-a91a-aa6cc67899e1,"  memory_name entity           value
0    favorite   type  school_subject
1    favorite   name          French",['French'],1,Match,0.8074072003364563,"Information Items:
memory_name: language, entity: type, value: French.","    value
0  French","            value
0  school subject
1          French","    value _merge
0  French   both","            value      _merge
0          French        both
1  school subject  right_only",['French'],French,both
How can I help you?,finished i'm a french person,0a992729-00f8-4fb9-a91a-aa6cc67899e1,"  memory_name entity           value
0    favorite   type  school_subject
1    favorite   name          French",['French'],1,Match,0.8074072003364563,"Information Items:
memory_name: language, entity: type, value: French.","    value
0  French","            value
0  school subject
1          French","    value _merge
0  French   both","            value      _merge
0          French        both
1  school subject  right_only",['French'],school subject,right_only
are you free to talk for a moment?,i'm leaving work,0aaa229d-4cda-44aa-a85c-900e27cecd31,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,Match,0.9792075753211976,"Information Items:
memory_name: activity, entity: name, value: leaving work.","          value
0  leaving work","      value
0  activity
1      work","Empty DataFrame
Columns: [value, _merge]
Index: []","          value      _merge
0  leaving work   left_only
1      activity  right_only
2          work  right_only",[],leaving work,left_only
are you free to talk for a moment?,i'm leaving work,0aaa229d-4cda-44aa-a85c-900e27cecd31,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,Match,0.9792075753211976,"Information Items:
memory_name: activity, entity: name, value: leaving work.","          value
0  leaving work","      value
0  activity
1      work","Empty DataFrame
Columns: [value, _merge]
Index: []","          value      _merge
0  leaving work   left_only
1      activity  right_only
2          work  right_only",[],activity,right_only
are you free to talk for a moment?,i'm leaving work,0aaa229d-4cda-44aa-a85c-900e27cecd31,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,Match,0.9792075753211976,"Information Items:
memory_name: activity, entity: name, value: leaving work.","          value
0  leaving work","      value
0  activity
1      work","Empty DataFrame
Columns: [value, _merge]
Index: []","          value      _merge
0  leaving work   left_only
1      activity  right_only
2          work  right_only",[],work,right_only
Wish I could join you. Are you meeting up with anyone?,no just shopping,0b0fd54e-a23e-45a8-91fc-dfc998a09285,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.9931453466415404,"Information Items:
memory_name: activity, entity: type, value: shopping.
memory_name: activity, entity: name, value: shopping alone.","            value
0        shopping
1  shopping alone","      value
0  activity
1  shopping","      value _merge
0  shopping   both","            value      _merge
0        shopping        both
1  shopping alone   left_only
2        activity  right_only",['shopping'],shopping,both
Wish I could join you. Are you meeting up with anyone?,no just shopping,0b0fd54e-a23e-45a8-91fc-dfc998a09285,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.9931453466415404,"Information Items:
memory_name: activity, entity: type, value: shopping.
memory_name: activity, entity: name, value: shopping alone.","            value
0        shopping
1  shopping alone","      value
0  activity
1  shopping","      value _merge
0  shopping   both","            value      _merge
0        shopping        both
1  shopping alone   left_only
2        activity  right_only",['shopping'],shopping alone,left_only
Wish I could join you. Are you meeting up with anyone?,no just shopping,0b0fd54e-a23e-45a8-91fc-dfc998a09285,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.9931453466415404,"Information Items:
memory_name: activity, entity: type, value: shopping.
memory_name: activity, entity: name, value: shopping alone.","            value
0        shopping
1  shopping alone","      value
0  activity
1  shopping","      value _merge
0  shopping   both","            value      _merge
0        shopping        both
1  shopping alone   left_only
2        activity  right_only",['shopping'],activity,right_only
When are you coming back?,i just got to start carving,0b1bcad3-72d2-4a8d-8b3a-f0774c569915,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name  carving",['carving'],1,Match,0.9814258813858032,Record with index 22 of convo_df had an issue generating gpt response,"Empty DataFrame
Columns: []
Index: []","     value
0  hobbies
1  carving","     value
0  hobbies
1  carving","     value      _merge
0  hobbies  right_only
1  carving  right_only","['hobbies', 'carving']",hobbies,right_only
When are you coming back?,i just got to start carving,0b1bcad3-72d2-4a8d-8b3a-f0774c569915,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name  carving",['carving'],1,Match,0.9814258813858032,Record with index 22 of convo_df had an issue generating gpt response,"Empty DataFrame
Columns: []
Index: []","     value
0  hobbies
1  carving","     value
0  hobbies
1  carving","     value      _merge
0  hobbies  right_only
1  carving  right_only","['hobbies', 'carving']",carving,right_only
"Just out of curiosity, What was the one thing that made you happy this week?",no work,0b335ce6-82e9-47e7-97c5-0109eb570d10,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,Match,0.9579821228981018,"Information Items:
memory_name: emotion, entity: type, value: happiness.
memory_name: activity, entity: name, value: no work.","       value
0  happiness
1    no work","      value
0  activity
1      work","Empty DataFrame
Columns: [value, _merge]
Index: []","       value      _merge
0  happiness   left_only
1    no work   left_only
2   activity  right_only
3       work  right_only",[],happiness,left_only
"Just out of curiosity, What was the one thing that made you happy this week?",no work,0b335ce6-82e9-47e7-97c5-0109eb570d10,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,Match,0.9579821228981018,"Information Items:
memory_name: emotion, entity: type, value: happiness.
memory_name: activity, entity: name, value: no work.","       value
0  happiness
1    no work","      value
0  activity
1      work","Empty DataFrame
Columns: [value, _merge]
Index: []","       value      _merge
0  happiness   left_only
1    no work   left_only
2   activity  right_only
3       work  right_only",[],no work,left_only
"Just out of curiosity, What was the one thing that made you happy this week?",no work,0b335ce6-82e9-47e7-97c5-0109eb570d10,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,Match,0.9579821228981018,"Information Items:
memory_name: emotion, entity: type, value: happiness.
memory_name: activity, entity: name, value: no work.","       value
0  happiness
1    no work","      value
0  activity
1      work","Empty DataFrame
Columns: [value, _merge]
Index: []","       value      _merge
0  happiness   left_only
1    no work   left_only
2   activity  right_only
3       work  right_only",[],activity,right_only
"Just out of curiosity, What was the one thing that made you happy this week?",no work,0b335ce6-82e9-47e7-97c5-0109eb570d10,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,Match,0.9579821228981018,"Information Items:
memory_name: emotion, entity: type, value: happiness.
memory_name: activity, entity: name, value: no work.","       value
0  happiness
1    no work","      value
0  activity
1      work","Empty DataFrame
Columns: [value, _merge]
Index: []","       value      _merge
0  happiness   left_only
1    no work   left_only
2   activity  right_only
3       work  right_only",[],work,right_only
"I really enjoy your company <say-as interpret-as=""name"">Donna</say-as>. How about we do something else together?",right now i'm getting stuff together for the party,0b351ff9-7139-4712-b51e-a9db219b7447,"  memory_name entity     value
1    activity   type  activity
2    activity   name     party",['party'],1,Match,0.9738804697990416,"Information Items:
memory_name: relationship, entity: type, value: friend.
memory_name: relationship, entity: name, value: Donna.
memory_name: activity, entity: type, value: preparation.
memory_name: activity, entity: name, value: party.","         value
0       friend
1        Donna
2  preparation
3        party","      value
0  activity
1     party","   value _merge
0  party   both","         value      _merge
0       friend   left_only
1        Donna   left_only
2  preparation   left_only
3        party        both
4     activity  right_only",['party'],friend,left_only
"I really enjoy your company <say-as interpret-as=""name"">Donna</say-as>. How about we do something else together?",right now i'm getting stuff together for the party,0b351ff9-7139-4712-b51e-a9db219b7447,"  memory_name entity     value
1    activity   type  activity
2    activity   name     party",['party'],1,Match,0.9738804697990416,"Information Items:
memory_name: relationship, entity: type, value: friend.
memory_name: relationship, entity: name, value: Donna.
memory_name: activity, entity: type, value: preparation.
memory_name: activity, entity: name, value: party.","         value
0       friend
1        Donna
2  preparation
3        party","      value
0  activity
1     party","   value _merge
0  party   both","         value      _merge
0       friend   left_only
1        Donna   left_only
2  preparation   left_only
3        party        both
4     activity  right_only",['party'],Donna,left_only
"I really enjoy your company <say-as interpret-as=""name"">Donna</say-as>. How about we do something else together?",right now i'm getting stuff together for the party,0b351ff9-7139-4712-b51e-a9db219b7447,"  memory_name entity     value
1    activity   type  activity
2    activity   name     party",['party'],1,Match,0.9738804697990416,"Information Items:
memory_name: relationship, entity: type, value: friend.
memory_name: relationship, entity: name, value: Donna.
memory_name: activity, entity: type, value: preparation.
memory_name: activity, entity: name, value: party.","         value
0       friend
1        Donna
2  preparation
3        party","      value
0  activity
1     party","   value _merge
0  party   both","         value      _merge
0       friend   left_only
1        Donna   left_only
2  preparation   left_only
3        party        both
4     activity  right_only",['party'],preparation,left_only
"I really enjoy your company <say-as interpret-as=""name"">Donna</say-as>. How about we do something else together?",right now i'm getting stuff together for the party,0b351ff9-7139-4712-b51e-a9db219b7447,"  memory_name entity     value
1    activity   type  activity
2    activity   name     party",['party'],1,Match,0.9738804697990416,"Information Items:
memory_name: relationship, entity: type, value: friend.
memory_name: relationship, entity: name, value: Donna.
memory_name: activity, entity: type, value: preparation.
memory_name: activity, entity: name, value: party.","         value
0       friend
1        Donna
2  preparation
3        party","      value
0  activity
1     party","   value _merge
0  party   both","         value      _merge
0       friend   left_only
1        Donna   left_only
2  preparation   left_only
3        party        both
4     activity  right_only",['party'],party,both
"I really enjoy your company <say-as interpret-as=""name"">Donna</say-as>. How about we do something else together?",right now i'm getting stuff together for the party,0b351ff9-7139-4712-b51e-a9db219b7447,"  memory_name entity     value
1    activity   type  activity
2    activity   name     party",['party'],1,Match,0.9738804697990416,"Information Items:
memory_name: relationship, entity: type, value: friend.
memory_name: relationship, entity: name, value: Donna.
memory_name: activity, entity: type, value: preparation.
memory_name: activity, entity: name, value: party.","         value
0       friend
1        Donna
2  preparation
3        party","      value
0  activity
1     party","   value _merge
0  party   both","         value      _merge
0       friend   left_only
1        Donna   left_only
2  preparation   left_only
3        party        both
4     activity  right_only",['party'],activity,right_only
Do you have anything special planned for today?,yes i'm going to church,0b4086e0-baa9-44db-afa7-ad0485896825,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.9939151406288148,"Information Items:
memory_name: activity, entity: type, value: religious activity.
memory_name: activity, entity: name, value: going to church.","                value
0  religious activity
1     going to church","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value, _merge]
Index: []","                value     _merge
0  religious activity  left_only
1     going to church  left_only",[],religious activity,left_only
Do you have anything special planned for today?,yes i'm going to church,0b4086e0-baa9-44db-afa7-ad0485896825,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.9939151406288148,"Information Items:
memory_name: activity, entity: type, value: religious activity.
memory_name: activity, entity: name, value: going to church.","                value
0  religious activity
1     going to church","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value, _merge]
Index: []","                value     _merge
0  religious activity  left_only
1     going to church  left_only",[],going to church,left_only
How can I help you?,i like to draw,0b54db7d-dfe0-449c-b804-0ff06a5d8606,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name  drawing",['drawing'],1,Match,0.949472963809967,"Information Items:
memory_name: activity, entity: type, value: hobby.
memory_name: activity, entity: name, value: drawing.","     value
0    hobby
1  drawing","     value
0  hobbies
1  drawing","     value _merge
0  drawing   both","     value      _merge
0    hobby   left_only
1  drawing        both
2  hobbies  right_only",['drawing'],hobby,left_only
How can I help you?,i like to draw,0b54db7d-dfe0-449c-b804-0ff06a5d8606,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name  drawing",['drawing'],1,Match,0.949472963809967,"Information Items:
memory_name: activity, entity: type, value: hobby.
memory_name: activity, entity: name, value: drawing.","     value
0    hobby
1  drawing","     value
0  hobbies
1  drawing","     value _merge
0  drawing   both","     value      _merge
0    hobby   left_only
1  drawing        both
2  hobbies  right_only",['drawing'],drawing,both
How can I help you?,i like to draw,0b54db7d-dfe0-449c-b804-0ff06a5d8606,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name  drawing",['drawing'],1,Match,0.949472963809967,"Information Items:
memory_name: activity, entity: type, value: hobby.
memory_name: activity, entity: name, value: drawing.","     value
0    hobby
1  drawing","     value
0  hobbies
1  drawing","     value _merge
0  drawing   both","     value      _merge
0    hobby   left_only
1  drawing        both
2  hobbies  right_only",['drawing'],hobbies,right_only
"I like how we've been playing the trivia game more often <say-as interpret-as=""name"">Jeanne</say-as>! Wanna play again now?",no not now i'm going to get breakfast,0b6ac795-318a-4686-b8bc-10dadc63b6ff,"  memory_name entity      value
1       place   name  breakfast
2    activity   type       meal
3    activity   name  breakfast",['breakfast'],1,Match,0.9956029653549194,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: breakfast.","       value
0       meal
1  breakfast","       value
0  breakfast
1       meal
2  breakfast","       value _merge
0       meal   both
1  breakfast   both
2  breakfast   both","       value _merge
0       meal   both
1  breakfast   both
2  breakfast   both","['meal', 'breakfast', 'breakfast']",meal,both
"I like how we've been playing the trivia game more often <say-as interpret-as=""name"">Jeanne</say-as>! Wanna play again now?",no not now i'm going to get breakfast,0b6ac795-318a-4686-b8bc-10dadc63b6ff,"  memory_name entity      value
1       place   name  breakfast
2    activity   type       meal
3    activity   name  breakfast",['breakfast'],1,Match,0.9956029653549194,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: breakfast.","       value
0       meal
1  breakfast","       value
0  breakfast
1       meal
2  breakfast","       value _merge
0       meal   both
1  breakfast   both
2  breakfast   both","       value _merge
0       meal   both
1  breakfast   both
2  breakfast   both","['meal', 'breakfast', 'breakfast']",breakfast,both
"I like how we've been playing the trivia game more often <say-as interpret-as=""name"">Jeanne</say-as>! Wanna play again now?",no not now i'm going to get breakfast,0b6ac795-318a-4686-b8bc-10dadc63b6ff,"  memory_name entity      value
1       place   name  breakfast
2    activity   type       meal
3    activity   name  breakfast",['breakfast'],1,Match,0.9956029653549194,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: breakfast.","       value
0       meal
1  breakfast","       value
0  breakfast
1       meal
2  breakfast","       value _merge
0       meal   both
1  breakfast   both
2  breakfast   both","       value _merge
0       meal   both
1  breakfast   both
2  breakfast   both","['meal', 'breakfast', 'breakfast']",breakfast,both
How can I help you?,say hello to my friend narendra,0b87751f-3435-47c0-ac02-bb717e950c60,"    memory_name entity   value
0  relationship   type  friend",['friend'],1,Match,0.7578456997871399,"Information Items:
memory_name: relationship, entity: type, value: friend.
memory_name: person, entity: name, value: Narendra.","      value
0    friend
1  Narendra","    value
0  friend","    value _merge
0  friend   both","      value     _merge
0    friend       both
1  Narendra  left_only",['friend'],friend,both
How can I help you?,say hello to my friend narendra,0b87751f-3435-47c0-ac02-bb717e950c60,"    memory_name entity   value
0  relationship   type  friend",['friend'],1,Match,0.7578456997871399,"Information Items:
memory_name: relationship, entity: type, value: friend.
memory_name: person, entity: name, value: Narendra.","      value
0    friend
1  Narendra","    value
0  friend","    value _merge
0  friend   both","      value     _merge
0    friend       both
1  Narendra  left_only",['friend'],Narendra,left_only
"Great, what are your plans?",the doctor's office,0b8908f0-9b66-4550-a4d2-96e13ae2a327,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.8997270464897156,"Information Items:
memory_name: place, entity: name, value: doctor's office.","             value
0  doctor's office","      value
0  activity
1    doctor","Empty DataFrame
Columns: [value, _merge]
Index: []","             value      _merge
0  doctor's office   left_only
1         activity  right_only
2           doctor  right_only",[],doctor's office,left_only
"Great, what are your plans?",the doctor's office,0b8908f0-9b66-4550-a4d2-96e13ae2a327,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.8997270464897156,"Information Items:
memory_name: place, entity: name, value: doctor's office.","             value
0  doctor's office","      value
0  activity
1    doctor","Empty DataFrame
Columns: [value, _merge]
Index: []","             value      _merge
0  doctor's office   left_only
1         activity  right_only
2           doctor  right_only",[],activity,right_only
"Great, what are your plans?",the doctor's office,0b8908f0-9b66-4550-a4d2-96e13ae2a327,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.8997270464897156,"Information Items:
memory_name: place, entity: name, value: doctor's office.","             value
0  doctor's office","      value
0  activity
1    doctor","Empty DataFrame
Columns: [value, _merge]
Index: []","             value      _merge
0  doctor's office   left_only
1         activity  right_only
2           doctor  right_only",[],doctor,right_only
high there lovely! What can I do for you?,reminded me of french translate,0b8b4d8f-a38f-4f63-8fbf-c6de2c029c6e,"  memory_name entity           value
0    favorite   type  school_subject
1    favorite   name          French",['French'],1,Match,0.8648534417152405,"Information Items:
memory_name: language, entity: name, value: French.
memory_name: activity, entity: type, value: translation.","         value
0       French
1  translation","            value
0  school subject
1          French","    value _merge
0  French   both","            value      _merge
0          French        both
1     translation   left_only
2  school subject  right_only",['French'],French,both
high there lovely! What can I do for you?,reminded me of french translate,0b8b4d8f-a38f-4f63-8fbf-c6de2c029c6e,"  memory_name entity           value
0    favorite   type  school_subject
1    favorite   name          French",['French'],1,Match,0.8648534417152405,"Information Items:
memory_name: language, entity: name, value: French.
memory_name: activity, entity: type, value: translation.","         value
0       French
1  translation","            value
0  school subject
1          French","    value _merge
0  French   both","            value      _merge
0          French        both
1     translation   left_only
2  school subject  right_only",['French'],translation,left_only
high there lovely! What can I do for you?,reminded me of french translate,0b8b4d8f-a38f-4f63-8fbf-c6de2c029c6e,"  memory_name entity           value
0    favorite   type  school_subject
1    favorite   name          French",['French'],1,Match,0.8648534417152405,"Information Items:
memory_name: language, entity: name, value: French.
memory_name: activity, entity: type, value: translation.","         value
0       French
1  translation","            value
0  school subject
1          French","    value _merge
0  French   both","            value      _merge
0          French        both
1     translation   left_only
2  school subject  right_only",['French'],school subject,right_only
How can I help you?,say hi to my daughter natasha,0ba14bd4-5ef0-4ab0-a37f-4e6f91d89786,"    memory_name entity     value
0  relationship   type  daughter",['daughter'],1,Match,0.5848008394241333,"Information Items:
memory_name: relationship, entity: type, value: daughter.
memory_name: relationship, entity: name, value: Natasha.","      value
0  daughter
1   Natasha","      value
0  daughter","      value _merge
0  daughter   both","      value     _merge
0  daughter       both
1   Natasha  left_only",['daughter'],daughter,both
How can I help you?,say hi to my daughter natasha,0ba14bd4-5ef0-4ab0-a37f-4e6f91d89786,"    memory_name entity     value
0  relationship   type  daughter",['daughter'],1,Match,0.5848008394241333,"Information Items:
memory_name: relationship, entity: type, value: daughter.
memory_name: relationship, entity: name, value: Natasha.","      value
0  daughter
1   Natasha","      value
0  daughter","      value _merge
0  daughter   both","      value     _merge
0  daughter       both
1   Natasha  left_only",['daughter'],Natasha,left_only
"That's lovely, what are your plans?",go to a meeting,0bbf6b53-2f82-4ef0-90e5-dabcf41bced8,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",['meeting'],1,Match,0.957907736301422,"Information Items:
memory_name: activity, entity: type, value: meeting.
memory_name: activity, entity: name, value: attending a meeting.","                 value
0              meeting
1  attending a meeting","      value
0  activity
1   meeting","     value _merge
0  meeting   both","                 value      _merge
0              meeting        both
1  attending a meeting   left_only
2             activity  right_only",['meeting'],meeting,both
"That's lovely, what are your plans?",go to a meeting,0bbf6b53-2f82-4ef0-90e5-dabcf41bced8,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",['meeting'],1,Match,0.957907736301422,"Information Items:
memory_name: activity, entity: type, value: meeting.
memory_name: activity, entity: name, value: attending a meeting.","                 value
0              meeting
1  attending a meeting","      value
0  activity
1   meeting","     value _merge
0  meeting   both","                 value      _merge
0              meeting        both
1  attending a meeting   left_only
2             activity  right_only",['meeting'],attending a meeting,left_only
"That's lovely, what are your plans?",go to a meeting,0bbf6b53-2f82-4ef0-90e5-dabcf41bced8,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",['meeting'],1,Match,0.957907736301422,"Information Items:
memory_name: activity, entity: type, value: meeting.
memory_name: activity, entity: name, value: attending a meeting.","                 value
0              meeting
1  attending a meeting","      value
0  activity
1   meeting","     value _merge
0  meeting   both","                 value      _merge
0              meeting        both
1  attending a meeting   left_only
2             activity  right_only",['meeting'],activity,right_only
Do you have any plans for today?,i'm going to lunch and i'm going to get my hair done,0bd0d184-d02c-4c79-abb8-02d4606a0d88,"  memory_name entity     value
1    activity   type  activity
2    activity   name   haircut",['haircut'],1,Match,0.9836771488189696,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: lunch.
memory_name: activity, entity: type, value: personal care.
memory_name: activity, entity: name, value: hair appointment.","              value
0              meal
1             lunch
2     personal care
3  hair appointment","      value
0  activity
1   haircut","Empty DataFrame
Columns: [value, _merge]
Index: []","              value      _merge
0              meal   left_only
1             lunch   left_only
2     personal care   left_only
3  hair appointment   left_only
4          activity  right_only
5           haircut  right_only",[],meal,left_only
Do you have any plans for today?,i'm going to lunch and i'm going to get my hair done,0bd0d184-d02c-4c79-abb8-02d4606a0d88,"  memory_name entity     value
1    activity   type  activity
2    activity   name   haircut",['haircut'],1,Match,0.9836771488189696,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: lunch.
memory_name: activity, entity: type, value: personal care.
memory_name: activity, entity: name, value: hair appointment.","              value
0              meal
1             lunch
2     personal care
3  hair appointment","      value
0  activity
1   haircut","Empty DataFrame
Columns: [value, _merge]
Index: []","              value      _merge
0              meal   left_only
1             lunch   left_only
2     personal care   left_only
3  hair appointment   left_only
4          activity  right_only
5           haircut  right_only",[],lunch,left_only
Do you have any plans for today?,i'm going to lunch and i'm going to get my hair done,0bd0d184-d02c-4c79-abb8-02d4606a0d88,"  memory_name entity     value
1    activity   type  activity
2    activity   name   haircut",['haircut'],1,Match,0.9836771488189696,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: lunch.
memory_name: activity, entity: type, value: personal care.
memory_name: activity, entity: name, value: hair appointment.","              value
0              meal
1             lunch
2     personal care
3  hair appointment","      value
0  activity
1   haircut","Empty DataFrame
Columns: [value, _merge]
Index: []","              value      _merge
0              meal   left_only
1             lunch   left_only
2     personal care   left_only
3  hair appointment   left_only
4          activity  right_only
5           haircut  right_only",[],personal care,left_only
Do you have any plans for today?,i'm going to lunch and i'm going to get my hair done,0bd0d184-d02c-4c79-abb8-02d4606a0d88,"  memory_name entity     value
1    activity   type  activity
2    activity   name   haircut",['haircut'],1,Match,0.9836771488189696,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: lunch.
memory_name: activity, entity: type, value: personal care.
memory_name: activity, entity: name, value: hair appointment.","              value
0              meal
1             lunch
2     personal care
3  hair appointment","      value
0  activity
1   haircut","Empty DataFrame
Columns: [value, _merge]
Index: []","              value      _merge
0              meal   left_only
1             lunch   left_only
2     personal care   left_only
3  hair appointment   left_only
4          activity  right_only
5           haircut  right_only",[],hair appointment,left_only
Do you have any plans for today?,i'm going to lunch and i'm going to get my hair done,0bd0d184-d02c-4c79-abb8-02d4606a0d88,"  memory_name entity     value
1    activity   type  activity
2    activity   name   haircut",['haircut'],1,Match,0.9836771488189696,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: lunch.
memory_name: activity, entity: type, value: personal care.
memory_name: activity, entity: name, value: hair appointment.","              value
0              meal
1             lunch
2     personal care
3  hair appointment","      value
0  activity
1   haircut","Empty DataFrame
Columns: [value, _merge]
Index: []","              value      _merge
0              meal   left_only
1             lunch   left_only
2     personal care   left_only
3  hair appointment   left_only
4          activity  right_only
5           haircut  right_only",[],activity,right_only
Do you have any plans for today?,i'm going to lunch and i'm going to get my hair done,0bd0d184-d02c-4c79-abb8-02d4606a0d88,"  memory_name entity     value
1    activity   type  activity
2    activity   name   haircut",['haircut'],1,Match,0.9836771488189696,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: lunch.
memory_name: activity, entity: type, value: personal care.
memory_name: activity, entity: name, value: hair appointment.","              value
0              meal
1             lunch
2     personal care
3  hair appointment","      value
0  activity
1   haircut","Empty DataFrame
Columns: [value, _merge]
Index: []","              value      _merge
0              meal   left_only
1             lunch   left_only
2     personal care   left_only
3  hair appointment   left_only
4          activity  right_only
5           haircut  right_only",[],haircut,right_only
How can I help you?,marshmallow,0bd92eed-f1a8-4684-aa12-4dc4adca3ef6,"  memory_name entity        value
0    favorite   type       flower
1    favorite   name  Marshmallow",['Marshmallow'],1,Match,0.9136745929718018,"Information Items:
memory_name: object, entity: name, value: marshmallow.","         value
0  marshmallow","         value
0       flower
1  Marshmallow","Empty DataFrame
Columns: [value, _merge]
Index: []","         value      _merge
0  marshmallow   left_only
1       flower  right_only
2  Marshmallow  right_only",[],marshmallow,left_only
How can I help you?,marshmallow,0bd92eed-f1a8-4684-aa12-4dc4adca3ef6,"  memory_name entity        value
0    favorite   type       flower
1    favorite   name  Marshmallow",['Marshmallow'],1,Match,0.9136745929718018,"Information Items:
memory_name: object, entity: name, value: marshmallow.","         value
0  marshmallow","         value
0       flower
1  Marshmallow","Empty DataFrame
Columns: [value, _merge]
Index: []","         value      _merge
0  marshmallow   left_only
1       flower  right_only
2  Marshmallow  right_only",[],flower,right_only
How can I help you?,marshmallow,0bd92eed-f1a8-4684-aa12-4dc4adca3ef6,"  memory_name entity        value
0    favorite   type       flower
1    favorite   name  Marshmallow",['Marshmallow'],1,Match,0.9136745929718018,"Information Items:
memory_name: object, entity: name, value: marshmallow.","         value
0  marshmallow","         value
0       flower
1  Marshmallow","Empty DataFrame
Columns: [value, _merge]
Index: []","         value      _merge
0  marshmallow   left_only
1       flower  right_only
2  Marshmallow  right_only",[],Marshmallow,right_only
How about we do something else then?,i'm going to dinner,0bf7845f-330e-4b77-b0ee-3eb0aa1c516c,"  memory_name entity   value
1       place   name  dinner
2    activity   type    meal
3    activity   name  dinner",['dinner'],1,Match,0.9864648580551147,Record with index 35 of convo_df had an issue generating gpt response,"Empty DataFrame
Columns: []
Index: []","    value
0  dinner
1    meal
2  dinner","    value
0  dinner
1    meal
2  dinner","    value      _merge
0  dinner  right_only
1    meal  right_only
2  dinner  right_only","['dinner', 'meal', 'dinner']",dinner,right_only
How about we do something else then?,i'm going to dinner,0bf7845f-330e-4b77-b0ee-3eb0aa1c516c,"  memory_name entity   value
1       place   name  dinner
2    activity   type    meal
3    activity   name  dinner",['dinner'],1,Match,0.9864648580551147,Record with index 35 of convo_df had an issue generating gpt response,"Empty DataFrame
Columns: []
Index: []","    value
0  dinner
1    meal
2  dinner","    value
0  dinner
1    meal
2  dinner","    value      _merge
0  dinner  right_only
1    meal  right_only
2  dinner  right_only","['dinner', 'meal', 'dinner']",meal,right_only
How about we do something else then?,i'm going to dinner,0bf7845f-330e-4b77-b0ee-3eb0aa1c516c,"  memory_name entity   value
1       place   name  dinner
2    activity   type    meal
3    activity   name  dinner",['dinner'],1,Match,0.9864648580551147,Record with index 35 of convo_df had an issue generating gpt response,"Empty DataFrame
Columns: []
Index: []","    value
0  dinner
1    meal
2  dinner","    value
0  dinner
1    meal
2  dinner","    value      _merge
0  dinner  right_only
1    meal  right_only
2  dinner  right_only","['dinner', 'meal', 'dinner']",dinner,right_only
